passenger_id,name,flight_id,origin,destination,passenger_type,cabin,fare_class,special_assistance,priority_level,status
P19190,Beth Hutchinson,FL0019,LAX,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19191,Madison Monroe,FL2976,LAX,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19192,Justin Bennett,FL1475,NRT,HND,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19193,Robert Williams DDS,FL2910,HKG,NRT,CONNECTING,Economy,B,False,HIGH,ACTIVE
P19194,James Sosa,FL2575,SYD,AKL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19195,Mary Brown,FL2169,DEL,BOM,DIRECT,Business,J,True,HIGH,ACTIVE
P19196,Jorge Carey,FL2852,LAX,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19197,Felicia Shaw,FL0428,DOH,BOM,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19198,Alicia Perez,FL0216,DXB,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19199,Kim Arnold,FL0458,NRT,BKK,DIRECT,Economy,B,True,NORMAL,ACTIVE
P19200,Gabriel Lopez,FL2006,AMS,CDG,DIRECT,Business,J,False,NORMAL,ACTIVE
P19201,Julie Gross,FL2971,HKG,SYD,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19202,Joel Tanner,FL0196,ICN,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19203,David Phillips,FL1450,SYD,MEL,DIRECT,Business,C,False,NORMAL,ACTIVE
P19204,James Hoffman,FL1144,JFK,SFO,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19205,Carrie Rice,FL2163,DXB,BOM,DIRECT,Business,C,False,NORMAL,ACTIVE
P19206,David Davis,FL2418,ICN,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19207,Kevin Powers,FL2549,DOH,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19208,Jill Morgan,FL0688,SIN,SYD,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19209,Virginia Munoz,FL2194,NRT,BKK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19210,Derek Guerrero,FL2234,CDG,JFK,CONNECTING,First,F,False,HIGH,ACTIVE
P19211,Robert Holt,FL1575,DOH,LHR,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19212,Andrea Thompson,FL0320,ORD,JFK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19213,Robert Donaldson,FL0883,CDG,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19214,Frederick Mathis,FL2576,ORD,DFW,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19215,Catherine Hobbs,FL1012,ICN,LAX,DIRECT,Business,J,False,NORMAL,ACTIVE
P19216,Raven Meza,FL2982,SYD,MEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19217,Meghan Lopez,FL1957,DOH,LHR,DIRECT,Economy,B,False,HIGH,ACTIVE
P19218,Juan Wilson,FL1290,JFK,LHR,DIRECT,Business,J,False,NORMAL,ACTIVE
P19219,Stephanie Mccann,FL2465,LAX,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19220,Linda Lee,FL1889,DEL,DXB,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19221,Jeffrey Oliver,FL0292,NRT,BKK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19222,Sara Martinez,FL0077,DXB,FRA,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19223,Bridget Campos,FL1329,LHR,CDG,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19224,Deborah Conner,FL1843,FRA,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19225,Robert Cunningham,FL2239,DXB,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19226,Robert Castillo,FL2198,NRT,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19227,Patrick Robinson,FL2249,CDG,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19228,Pamela Reyes,FL0136,CDG,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P19229,Matthew Castro,FL1289,ICN,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P19230,Phillip Patterson,FL1905,DXB,BOM,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19231,Michelle Brown,FL0153,ORD,LAX,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19232,Alfred Davis,FL1691,LHR,AMS,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19233,Cassandra Blair,FL0399,BOM,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19234,Michael Davis,FL1531,MEL,PER,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19235,Douglas Gibson,FL1991,SYD,MEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P19236,Dale Black,FL1547,CDG,JFK,DIRECT,Business,J,False,NORMAL,ACTIVE
P19237,Nicole Lee,FL0027,CDG,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19238,Jesse Rodgers,FL1455,DXB,LHR,DIRECT,Economy,B,False,HIGH,ACTIVE
P19239,Jessica Bell,FL1516,AMS,CDG,DIRECT,Economy,B,False,HIGH,ACTIVE
P19240,Brooke Roberts,FL2130,JFK,SFO,DIRECT,Economy,Y,False,HIGH,ACTIVE
P19241,Andrea Huynh,FL0523,DXB,ICN,CONNECTING,Economy,M,False,HIGH,ACTIVE
P19242,Shawn Colon,FL2527,DEL,BOM,DIRECT,First,F,False,NORMAL,ACTIVE
P19243,Jason Dunn,FL0263,BOM,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19244,Rodney Wood,FL1555,NRT,BKK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19245,Erin Fields,FL2668,LHR,FRA,CONNECTING,Business,C,False,HIGH,ACTIVE
P19246,Joshua Atkinson,FL0484,NRT,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19247,Tiffany Ortiz,FL0385,HKG,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19248,Erica Johnson,FL1599,DEL,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19249,Tracy Kaiser,FL1824,LHR,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19250,Pedro Dixon,FL1219,FRA,SIN,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19251,Jessica Yu,FL2622,SIN,BKK,DIRECT,Economy,Y,False,HIGH,ACTIVE
P19252,Sherry Harvey,FL1230,LHR,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19253,Maxwell Patterson MD,FL1544,LAX,JFK,CONNECTING,Business,C,False,NORMAL,ACTIVE
P19254,Mark Wheeler,FL2082,ICN,NRT,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19255,David Brock,FL2283,SIN,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19256,Vanessa Scott,FL2752,LAX,ORD,DIRECT,Business,J,False,NORMAL,ACTIVE
P19257,Joel Neal,FL2499,NRT,LAX,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19258,Jesse Rivas,FL2058,DXB,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19259,Kyle Ball,FL0331,SYD,MEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19260,Caroline Christensen,FL2317,LHR,BOM,DIRECT,Business,J,False,NORMAL,ACTIVE
P19261,Robert Wells,FL2177,SYD,AKL,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P19262,Rachel Rios,FL2088,NRT,BKK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19263,Tammie Johnson,FL2528,FRA,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P19264,Dr. Kristi Smith MD,FL2759,SIN,SYD,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19265,David Ortiz,FL1600,DXB,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19266,Andrea Dixon,FL0425,DEL,DXB,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19267,Stephanie Joseph,FL1351,SIN,CGK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19268,Melissa Campos,FL0772,SIN,NRT,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19269,Anthony Rodriguez,FL1986,DXB,DOH,DIRECT,Economy,Y,False,HIGH,ACTIVE
P19270,Aaron Pena,FL2686,DOH,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19271,Michael King,FL0603,ICN,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19272,Shawn Hampton,FL1611,ORD,JFK,DIRECT,Business,J,False,NORMAL,ACTIVE
P19273,Brandi Sullivan,FL0265,DXB,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19274,William Lozano,FL1833,BOM,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19275,Michael Rivera,FL2934,ICN,NRT,CONNECTING,Business,C,False,NORMAL,ACTIVE
P19276,Angelica Carroll,FL2329,BOM,DEL,DIRECT,Economy,M,False,HIGH,ACTIVE
P19277,Michael Hartman,FL1844,JFK,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19278,Steven Fox,FL0441,ORD,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P19279,Andrea Peterson,FL0797,JFK,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19280,Robert Thompson,FL0600,JFK,LHR,DIRECT,Economy,M,True,HIGH,ACTIVE
P19281,Alexandra Smith,FL1433,DXB,ICN,DIRECT,Economy,M,False,HIGH,ACTIVE
P19282,Kayla Goodman,FL0199,LHR,AMS,DIRECT,Business,C,False,HIGH,ACTIVE
P19283,Tamara May,FL0446,SIN,BKK,DIRECT,Business,J,False,NORMAL,ACTIVE
P19284,Richard Parker,FL1127,DXB,SIN,DIRECT,Economy,B,False,HIGH,ACTIVE
P19285,Jeremy Moore,FL0447,HKG,NRT,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19286,Erika Bean,FL0339,NRT,HND,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19287,Traci Cohen,FL2989,BOM,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19288,Pedro Elliott,FL0412,SYD,AKL,CONNECTING,Economy,M,False,HIGH,ACTIVE
P19289,Joshua Jones,FL2838,BOM,DXB,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19290,Timothy Harris,FL0874,DOH,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19291,Scott Mcmahon,FL2266,CDG,DXB,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19292,Leslie Pollard,FL0851,SIN,CGK,DIRECT,First,F,False,NORMAL,ACTIVE
P19293,Cynthia Bernard,FL2982,SYD,MEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19294,Brandon Smith,FL2084,LHR,NRT,CONNECTING,Business,J,False,NORMAL,ACTIVE
P19295,Roy Vaughn,FL2864,ORD,JFK,DIRECT,Business,J,False,NORMAL,ACTIVE
P19296,Jesse Hopkins,FL0831,DOH,LHR,CONNECTING,Economy,M,False,HIGH,ACTIVE
P19297,Lauren Clark,FL0436,ICN,NRT,DIRECT,Business,J,False,HIGH,ACTIVE
P19298,Emily Neal,FL2387,SYD,AKL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19299,Barry Phillips,FL1971,ORD,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19300,Matthew Simpson,FL0400,ORD,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19301,Jessica Jefferson,FL2981,LHR,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19302,Kevin Barton,FL0285,FRA,SIN,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19303,Taylor Boyd,FL2112,CDG,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19304,Ashley Schmitt,FL2150,NRT,BKK,DIRECT,Economy,B,False,HIGH,ACTIVE
P19305,Peter Goodman,FL0242,BOM,DEL,DIRECT,Business,J,False,NORMAL,ACTIVE
P19306,James Barton,FL2864,ORD,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P19307,Erika Petty,FL0834,LHR,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19308,Heidi Flores,FL0733,SYD,MEL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19309,Melissa Ford,FL0504,DOH,DEL,DIRECT,Economy,B,False,HIGH,ACTIVE
P19310,Darlene Richardson,FL0687,DOH,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19311,Susan Sullivan,FL2688,FRA,NRT,DIRECT,Business,J,False,NORMAL,ACTIVE
P19312,Jennifer Espinoza,FL2548,SYD,AKL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19313,James Nelson,FL0568,NRT,LAX,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19314,Alvin Cardenas,FL1131,ICN,LAX,DIRECT,Economy,B,False,HIGH,ACTIVE
P19315,Mr. Joshua Harrison,FL0108,DOH,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19316,Rebecca Combs,FL2519,LAX,SFO,DIRECT,Economy,Y,False,HIGH,ACTIVE
P19317,Allen Bryant,FL0250,LHR,AMS,CONNECTING,Economy,Y,True,HIGH,ACTIVE
P19318,Audrey Phelps,FL2106,DXB,FRA,CONNECTING,Business,C,False,NORMAL,ACTIVE
P19319,Rose Cabrera,FL0304,JFK,LHR,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19320,James Prince,FL2086,CDG,JFK,DIRECT,Economy,B,False,HIGH,ACTIVE
P19321,Patricia White,FL0622,SYD,MEL,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19322,Christopher Elliott,FL1056,ICN,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19323,Robert Jackson,FL1839,DXB,JFK,CONNECTING,Economy,B,False,HIGH,ACTIVE
P19324,Nancy Carter,FL1091,LHR,FRA,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19325,Aaron Pena,FL2612,LHR,CDG,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19326,Mary Osborn,FL2053,CDG,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P19327,Evelyn Hunter,FL0605,ICN,SIN,DIRECT,Economy,Y,False,HIGH,ACTIVE
P19328,Rachel Allen,FL0454,DXB,DOH,DIRECT,Business,C,True,NORMAL,ACTIVE
P19329,Marcus Lambert,FL0489,JFK,SFO,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19330,Crystal Gross,FL1657,DXB,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P19331,Elizabeth Davis,FL1987,DXB,JFK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19332,Whitney Evans,FL1521,MEL,PER,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19333,Peggy Butler,FL1820,NRT,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P19334,Nicole Campbell,FL2933,DXB,ICN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19335,David Gates,FL1998,SIN,MEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19336,Ralph Acevedo,FL1414,BOM,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19337,Steven Sullivan,FL0124,NRT,BKK,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19338,Jeff Keller,FL1376,DXB,CDG,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19339,Jasmine Molina,FL0436,ICN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19340,Katelyn Brown,FL1775,SIN,KUL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19341,Jeremiah Smith,FL2281,LAX,ORD,DIRECT,Economy,B,False,HIGH,ACTIVE
P19342,Sonya Baker,FL0494,DOH,LHR,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19343,Casey Browning,FL0988,MEL,PER,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19344,Shane Foster,FL1178,CDG,JFK,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19345,Michael Mason,FL1028,DXB,DOH,DIRECT,Economy,B,True,NORMAL,ACTIVE
P19346,Kimberly Nguyen,FL1644,FRA,NRT,CONNECTING,Economy,B,False,HIGH,ACTIVE
P19347,Abigail Anderson,FL0827,DXB,NRT,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19348,Lauren Burton,FL0577,BOM,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19349,Spencer Shaw,FL1130,LHR,FRA,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19350,Charles Hernandez,FL2566,MEL,PER,CONNECTING,Economy,M,False,HIGH,ACTIVE
P19351,Gary Smith,FL0061,AMS,CDG,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19352,Teresa Wallace,FL1263,NRT,ICN,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P19353,Christian Davenport,FL0895,FRA,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P19354,Willie Myers,FL0886,ICN,NRT,DIRECT,Business,C,False,NORMAL,ACTIVE
P19355,Douglas Edwards,FL0513,ICN,NRT,CONNECTING,Economy,B,False,HIGH,ACTIVE
P19356,Melissa Buchanan,FL0165,FRA,SIN,DIRECT,Business,C,True,HIGH,ACTIVE
P19357,Ann Nguyen,FL0075,DEL,BOM,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19358,Joseph Kramer,FL2736,CDG,DXB,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19359,Devin Jones,FL0177,BOM,SIN,DIRECT,Economy,M,False,HIGH,ACTIVE
P19360,James Jones,FL2827,CDG,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P19361,Rachel Richards,FL2255,ORD,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19362,Brenda Brown,FL2453,DOH,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P19363,Sarah Thomas,FL1979,DEL,SIN,DIRECT,Business,C,False,HIGH,ACTIVE
P19364,Bryan Barnes,FL1637,FRA,NRT,DIRECT,Economy,M,False,HIGH,ACTIVE
P19365,Kevin Wagner,FL2567,DXB,CDG,DIRECT,Business,J,False,NORMAL,ACTIVE
P19366,Michelle Mcbride,FL0050,ORD,LAX,DIRECT,Economy,M,False,HIGH,ACTIVE
P19367,Alexander Jones,FL2361,SYD,AKL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19368,Joshua Walter,FL2464,NRT,HND,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19369,Julie Wright,FL2746,AMS,CDG,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P19370,Gabriel Davis,FL1648,DXB,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19371,Jennifer King,FL1359,FRA,JFK,DIRECT,Business,C,False,NORMAL,ACTIVE
P19372,Crystal Cameron,FL0436,ICN,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19373,Warren Allen,FL0355,NRT,BKK,DIRECT,Economy,B,False,HIGH,ACTIVE
P19374,Charles Watson,FL0594,SIN,CGK,DIRECT,Business,C,False,NORMAL,ACTIVE
P19375,Latasha Barnett,FL2304,SIN,BKK,DIRECT,Economy,M,False,HIGH,ACTIVE
P19376,Paul Luna,FL1099,DXB,NRT,DIRECT,Economy,B,False,HIGH,ACTIVE
P19377,Cynthia Cooper,FL0986,CDG,DXB,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P19378,Angela Ryan,FL0586,FRA,NRT,DIRECT,Economy,B,True,HIGH,ACTIVE
P19379,Carmen Campbell,FL0345,AMS,CDG,CONNECTING,Business,J,False,NORMAL,ACTIVE
P19380,Jeffrey Davis,FL2035,DXB,DEL,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19381,Amanda Novak,FL2272,SIN,SYD,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19382,Michele Armstrong,FL2884,SYD,MEL,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19383,Shannon Mcguire,FL1809,LHR,FRA,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19384,Logan Baldwin,FL2340,SYD,AKL,DIRECT,Economy,B,False,HIGH,ACTIVE
P19385,Kimberly Nguyen,FL2624,NRT,LAX,DIRECT,Business,J,False,NORMAL,ACTIVE
P19386,Wendy Ayala MD,FL1534,LHR,NRT,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P19387,Billy Jones,FL1491,ORD,LAX,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19388,Jack Brown,FL2225,LHR,JFK,CONNECTING,Business,J,False,HIGH,ACTIVE
P19389,John Goodwin,FL1424,NRT,SIN,DIRECT,Economy,B,True,NORMAL,ACTIVE
P19390,Matthew Thompson,FL0192,DOH,JFK,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19391,Christopher Guerrero,FL2121,DXB,JFK,DIRECT,Economy,B,True,NORMAL,ACTIVE
P19392,Jasmine Davis,FL1214,DEL,SIN,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19393,Kelly Morrison,FL0497,LHR,FRA,DIRECT,Economy,Y,False,HIGH,ACTIVE
P19394,Eric Murphy,FL0169,LAX,JFK,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19395,Andrea Miller,FL1419,SIN,BKK,DIRECT,Economy,B,True,NORMAL,ACTIVE
P19396,Lori Allen,FL1525,ICN,LAX,CONNECTING,Economy,B,False,HIGH,ACTIVE
P19397,Kimberly Clark,FL0670,LAX,SFO,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19398,James Hogan,FL2663,CDG,DXB,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19399,Ruth Lloyd,FL2153,LHR,CDG,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19400,Lindsey Brandt,FL0646,DOH,DEL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19401,Joel Mcdonald,FL0431,DEL,DXB,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19402,Holly Dodson,FL1519,LHR,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19403,Tara Rangel,FL2970,HKG,SYD,DIRECT,Business,C,False,NORMAL,ACTIVE
P19404,Alison Garza,FL1853,AMS,LHR,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19405,Chad Mendoza,FL2766,DOH,BOM,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19406,Gail Mooney,FL2057,ORD,DFW,CONNECTING,Economy,B,True,NORMAL,ACTIVE
P19407,Cheryl Cruz,FL0774,DOH,BOM,DIRECT,First,F,True,HIGH,ACTIVE
P19408,Melissa Lee,FL1931,LHR,AMS,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19409,Alexander Watkins,FL1775,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19410,Vanessa Dennis,FL1689,DXB,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19411,Miguel Taylor,FL1579,LAX,JFK,DIRECT,Economy,M,False,HIGH,ACTIVE
P19412,Dylan Cline,FL1592,DXB,CDG,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19413,Rhonda Jackson,FL2801,NRT,ICN,CONNECTING,Economy,B,False,HIGH,ACTIVE
P19414,Sean Jones,FL2103,NRT,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P19415,David Myers,FL1265,ICN,SIN,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19416,Gregory Stewart,FL1031,BOM,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19417,Shannon Young,FL2656,LHR,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19418,Tanya Lewis,FL0027,CDG,DXB,DIRECT,First,F,False,NORMAL,ACTIVE
P19419,Brett Kemp,FL2512,AMS,FRA,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19420,Ashley Martinez,FL0863,FRA,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19421,Dana Taylor,FL2049,DXB,DEL,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19422,William Rivas,FL2683,ORD,DFW,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19423,Michael Brown,FL1813,AMS,LHR,DIRECT,Business,C,False,NORMAL,ACTIVE
P19424,Trevor Landry,FL0875,DXB,SIN,DIRECT,Business,C,False,NORMAL,ACTIVE
P19425,Jacqueline Chen,FL2382,LHR,AMS,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19426,Brittany Cervantes,FL2877,MEL,PER,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19427,Jose Johnson,FL2065,DXB,NRT,CONNECTING,Business,C,False,HIGH,ACTIVE
P19428,Cindy Simon,FL0540,JFK,BOS,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19429,Lauren Lewis,FL0023,HKG,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19430,Anthony Delgado,FL1929,DOH,BOM,CONNECTING,Business,C,False,NORMAL,ACTIVE
P19431,Jose Banks,FL2679,FRA,SIN,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19432,Matthew Hart,FL2353,SIN,NRT,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19433,Jenny Mcfarland MD,FL2946,LAX,ORD,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19434,Samantha Dixon,FL1716,SIN,CGK,CONNECTING,Economy,M,False,NORMAL,ACTIVE
P19435,Jennifer Gillespie,FL1786,LAX,ORD,CONNECTING,Economy,Y,False,HIGH,ACTIVE
P19436,Madison Gardner,FL0791,CDG,JFK,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19437,Damon Stewart,FL2504,NRT,LAX,DIRECT,Business,J,False,NORMAL,ACTIVE
P19438,Rhonda Knox MD,FL2016,DOH,DEL,DIRECT,Economy,B,True,HIGH,ACTIVE
P19439,Mrs. Terri Wagner,FL1561,LAX,ORD,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19440,Heidi Daniels,FL1746,SIN,KUL,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19441,Jodi Hopkins DVM,FL0051,LHR,AMS,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19442,Andrew Russell,FL0197,BOM,DEL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19443,Anthony Ramirez MD,FL0034,FRA,NRT,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19444,Timothy Douglas,FL1692,SIN,KUL,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19445,Kendra Mercer,FL2926,LHR,BOM,DIRECT,Economy,M,False,HIGH,ACTIVE
P19446,Denise Nelson,FL2324,LHR,AMS,DIRECT,Economy,B,False,NORMAL,ACTIVE
P19447,Theresa Silva,FL0623,ORD,DFW,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19448,Kaitlyn Gilmore,FL0858,MEL,PER,DIRECT,Economy,Y,False,NORMAL,ACTIVE
P19449,Rhonda Solomon,FL2805,DOH,LHR,DIRECT,Economy,M,False,NORMAL,ACTIVE
P19450,Charles Clayton,FL0575,LAX,SFO,CONNECTING,Economy,Y,False,NORMAL,ACTIVE
P19451,Steven Baker,FL1257,DOH,BOM,DIRECT,Business,J,False,NORMAL,ACTIVE
P19452,Amanda Turner,FL1795,HKG,SIN,CONNECTING,Economy,B,False,NORMAL,ACTIVE
P19453,Kenneth Rowe,FL0283,DOH,LHR,CONNECTING,Business,C,False,NORMAL,ACTIVE
P19454,Samantha Lee,FL0151,BOM,DEL,DIRECT,Economy,B,False,HIGH,ACTIVE
